,MVO,Decision Tree,Decision Tree (tuned),Random Forest,Random Forest (tuned),Gradient boosting,Gradient boosting (tuned)
2020-09-01,0.0036957500926264445,0.003939748627419651,0.0046268956025471535,0.003707179391434564,0.004514144919707736,0.004781057200420948,0.0044634865096211075
2020-09-02,0.004738627005174749,0.007213794548920986,0.006503234198058853,0.006738235845415646,0.005672211747891993,0.005943408957765458,0.005672365525506701
2020-09-03,-0.008123003174133392,-0.014033007884261737,-0.012840780978470325,-0.012917275798734067,-0.011802670727800398,-0.01189993701970607,-0.011755072125709498
2020-09-04,-0.005819261482311894,-0.0022173095610318536,-0.0021137908505099953,-0.002446308456428575,-0.001909099930991197,-0.002240405775529858,-0.0019445497910074209
2020-09-08,-0.005879108231131188,-0.011977529266621654,-0.011435201592535268,-0.01057681337141195,-0.010620783658308073,-0.010879495235907522,-0.010518000430376945
2020-09-09,0.0046183831990887075,0.008757580928031703,0.00802130421950984,0.008194513318008915,0.007456929919743895,0.007427542455125719,0.007418305491361559
2020-09-10,-0.0038604189317390574,-0.008040328645562974,-0.007878161139169027,-0.007262026482143666,-0.007358165824550138,-0.0076338861483311515,-0.007286806533640663
2020-09-11,0.0009856974794352682,0.0021916966980081295,0.002186333954101336,0.0022315393840955603,0.0022170290119814485,0.002283591347690618,0.0021908665853198387
2020-09-14,0.003798577941262472,0.007838816187036406,0.008075383628145283,0.006730844266086911,0.007503396189421743,0.007905386542351234,0.0074179963253510235
2020-09-15,0.001429054527211085,0.00206798922292668,0.0018278492603347638,0.002029404414225118,0.002000150739429831,0.0017944268214813857,0.00197192744110097
2020-09-16,-0.0011748743557678258,0.0003820038176760749,0.0008465213712468254,0.00010645440410018297,0.0005639610257771772,0.0008197295127331451,0.0005620088980788537
2020-09-17,-0.0017800675950152215,-0.0018976193339813657,-0.0019823173041799177,-0.0019665298803626984,-0.0015873294534075985,-0.0018696151359442119,-0.0016056487903996744
2020-09-18,-0.003225541266171167,-0.005147604345398846,-0.005160457647408874,-0.004763880044032503,-0.004715365922722682,-0.0049110473120343775,-0.004689787095991731
2020-09-21,-0.002757259820878719,-0.012616704828336581,-0.012390439000034472,-0.011090922430307428,-0.011554653108830311,-0.011327396532883727,-0.011439603115577564
2020-09-22,0.0029560835697287347,0.0008246402239099657,0.0002478751676869503,0.000868191552362917,-0.00033073568036040253,-0.00017672157707526677,-0.00024029664498235594
2020-09-23,-0.0073783451007121414,-0.011969283598217572,-0.011795947459591304,-0.010988157175339807,-0.011009768471042871,-0.011301923737966105,-0.010923735853067083
2020-09-24,0.0005728286894129785,0.00039519020776100015,0.00023489690370158273,0.00040317267014568486,0.00014705647100038245,0.00010672529139738562,0.0001544620405526046
2020-09-25,0.004107088841845159,0.005514030014697835,0.005209447954611654,0.00517373691840743,0.004399390057047543,0.004712254989811306,0.004422505249601182
2020-09-28,0.004985545722191724,0.010229146664704978,0.009890940990814568,0.008994745707886104,0.009029954589265808,0.009180248623347136,0.00897486132536867
2020-09-29,-0.0012081323986811966,-0.0021723587650765304,-0.0025438536376328935,-0.0020351341177548164,-0.0018749060748777064,-0.0022941671306322122,-0.0019005316594194088
2020-09-30,0.0005746564154034616,0.0032096228177872187,0.0040676040404078306,0.0030627582071514926,0.003838384281671932,0.0044433881426567306,0.0037678781924671205
2020-10-01,0.003009486452763975,0.0031786903396683556,0.004156105553955449,0.0033509501042030517,0.004098565804729054,0.0038159558210444002,0.003981718227732854
